"ID","Type","Status","Milestone","Component","Owner","Summary","AllLabels","Reporter"
"701","Enhancement","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2558","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","jepher"
"702","Defect, Enhancement","Fixed","Review3","","jepher","[CorePy2]chap 13 line 2661","Milestone-Review3, Priority-Medium, Type-Defect, Type-Enhancement","jepher"
"703","Enhancement","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2673","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","jepher"
"704","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2707","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"705","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2712","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"706","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2718","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"707","Defect","Fixed","Review3","CorePy2","wenliang.lu","[CorePy2]chap13 line1110-1438","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","wenliang.lu"
"708","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch13- 13.16.4","Component-CorePy2, Milestone-Review3, Priority-Chapter, Type-Defect","Filia.Tao"
"709","Enhancement","Fixed","Review3","CorePy2","wenliang.lu","[CorePy2]chap13 line 1452 - 2175","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Enhancement","wenliang.lu"
"710","Enhancement","Fixed","Review3","CorePy2","digitalwit","[CorePy2]chap13 Line 1 - 1100_before13.7","Component-CorePy2, Milestone-Review3, Priority-Sentence, Priority-Word, Type-Enhancement","digitalwit"
"711","Issue","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch13- 3651","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Issue","Filia.Tao"
"712","Issue","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch13- 13.16.5","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Issue","Filia.Tao"
"713","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch13- 13.17 ---4135","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"714","Issue","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch13- 4138 - end ","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Issue","Filia.Tao"
"715","Issue","Fixed","TechReview","CorePy2","wenliang.lu","[CorePy2] Python 作者的名字是否要翻译成中文？","Component-CorePy2, Milestone-TechReview, Priority-Word, Type-Issue","wenliang.lu"
"716","Defect","Fixed","","","","[CorePy2] ch17  ","Priority-Medium, Type-Defect","onenew"
"717","Issue","Accepted","TechReview","PySRead","Zoom.Quiet","[PySRead]示范提案","Component-PySRead, Milestone-TechReview, Priority-Word, Type-Issue","Zoom.Quiet"
"718","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第0章第7页的内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"719","Defect","WontFix","TechReview","PySRead","xiyou.wangcong","[PySRead]第0章第11页的内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"720","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第1章第5页内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"721","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第1章第6页内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"722","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第1章第8页内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"723","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第1章第9页内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"724","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第2章第1页的内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"725","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第2章第5页的内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"726","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第2章第11页的内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"727","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第2章第22页的内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"728","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第2章第23页的内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"729","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第3章第2页的内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"730","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第3章第5页的内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"731","Defect","Fixed","TechReview","PySRead","cocobear.cn","[PySRead]第0章第11页 段落一","Component-PySRead, Milestone-TechReview, Priority-Word, Type-Defect","cocobear.cn"
"732","Defect","Fixed","TechReview","PySRead","cocobear.cn","[PySRead]第一章第4页 段落四","Component-PySRead, Milestone-TechReview, Priority-Sentence, Type-Defect","cocobear.cn"
"733","Defect","WontFix","TechReview","PySRead","cocobear.cn","[PySRead]第一章第6页 图1","Component-PySRead, Milestone-TechReview, Priority-Paragraph, Type-Defect","cocobear.cn"
"734","Defect","Fixed","TechReview","PySRead","cocobear.cn","[PySRead]第二章第15页 段落一","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","cocobear.cn"
"735","Defect","WontFix","TechReview","PySRead","cocobear.cn","[PySRead]第0章第11页 段落四","Component-PySRead, Milestone-TechReview, Priority-Word, Type-Defect","cocobear.cn"
"736","Defect","WontFix","TechReview","PySRead","cocobear.cn","[PySRead]第二章第18页 图8","Component-PySRead, Milestone-TechReview, Priority-Sentence, Type-Defect","cocobear.cn"
"737","Defect","Fixed","","","qingran.xia","[PySRead]第0章3页笔误","Priority-Medium, TechReview, Type-Defect","qingran.xia"
"738","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第3章第7页内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"739","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第3章第11页的内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"740","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第4章第6页的内容","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","xiyou.wangcong"
"741","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第4章第15页的内容","Component-PySRead, Milestone-TechReview, Priority-Word, Type-Defect","xiyou.wangcong"
"742","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第5章第1页的内容","Component-PySRead, Milestone-TechReview, Priority-Word, Type-Defect","xiyou.wangcong"
"743","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第5章第1页内容","Component-PySRead, Milestone-TechReview, Priority-Word, Type-Defect","xiyou.wangcong"
"744","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第5章第15页的内容","Component-PySRead, Milestone-TechReview, Priority-Word, Type-Defect","xiyou.wangcong"
"745","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第5章第26页内容","Component-PySRead, Milestone-TechReview, Priority-Word, Type-Defect","xiyou.wangcong"
"746","Defect","Fixed","TechReview","PySRead","xiyou.wangcong","[PySRead]第5章第32页的内容","Component-PySRead, Milestone-TechReview, Priority-Word, Type-Defect","xiyou.wangcong"
"747","Defect","Fixed","","","qingran.xia","[PySRead]第8章第9页caller.py例程有误","Priority-Medium, Type-Defect","qingran.xia"
"748","Defect","Fixed","TechReview","PySRead","Yang.Liu.sn","第0章第6页笔误","Component-PySRead, Milestone-TechReview, Priority-Medium, Type-Defect","Yang.Liu.sn"
"749","Enhancement","Fixed","TechReview","PySRead","Yang.Liu.sn","第7章第2页","Component-PySRead, Milestone-TechReview, Priority-Sentence, Type-Enhancement","Yang.Liu.sn"
